2025-05-14 19:40:14,195 INFO: Emitted: {'UserID': 10141, 'MACAddress': 'E7:97:FB:4C:75:34', 'UserRole': 'Admin', 'OperationType': 'Read', 'DeviceType': 'Laptop', 'Browser': 'Edge', 'IPAddress': '10.83.220.141', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 36.0, 'AvgKeyHoldTime': 137.93, 'AvgFlightTime': 61.69, 'PatternMatchScore': 0.83, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.84, 'LoginTimestamp': '2025-05-14 09:47:00', 'LogoutTimestamp': '2025-05-14 10:55:00', 'SessionDuration': 68, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'Sydney'}
2025-05-14 20:36:47,899 INFO: Emitted: {'UserID': 10154, 'MACAddress': '0E:15:08:8B:7A:CF', 'UserRole': 'Admin', 'OperationType': 'Share', 'DeviceType': 'Mobile', 'Browser': 'Chrome', 'IPAddress': '10.60.233.247', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 65.62, 'AvgKeyHoldTime': 109.21, 'AvgFlightTime': 93.06, 'PatternMatchScore': 0.92, 'KeystrokeDynamicStatus': 'Pass', 'Keystroke_Score': 0, 'LoginTimeDeviation': 0.23, 'LoginTimestamp': '2025-05-14 09:43:00', 'LogoutTimestamp': '2025-05-14 09:58:00', 'SessionDuration': 15, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.0, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Allow', 'SessionLocation': 'New York'}
2025-05-14 20:37:00,818 INFO: Emitted: {'UserID': 10154, 'MACAddress': '0E:15:08:8B:7A:CF', 'UserRole': 'Admin', 'OperationType': 'Share', 'DeviceType': 'Mobile', 'Browser': 'Firefox', 'IPAddress': '10.60.233.247', 'VPN_Used': False, 'ISP': 'BT', 'AccessChannel': 'ExternalNetwork', 'TypingSpeed': 36.0, 'AvgKeyHoldTime': 102.1, 'AvgFlightTime': 144.0, 'PatternMatchScore': 0.84, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.6, 'LoginTimestamp': '2025-05-14 13:21:57', 'LogoutTimestamp': '2025-05-14 14:45:57', 'SessionDuration': 84, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'New York'}
2025-05-14 20:37:12,939 INFO: Emitted: {'UserID': 10154, 'MACAddress': '0E:15:08:8B:7A:CF', 'UserRole': 'Admin', 'OperationType': 'Delete', 'DeviceType': 'Laptop', 'Browser': 'Chrome', 'IPAddress': '10.60.233.247', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 56.8, 'AvgKeyHoldTime': 139.89, 'AvgFlightTime': 111.02, 'PatternMatchScore': 0.89, 'KeystrokeDynamicStatus': 'Pass', 'Keystroke_Score': 0, 'LoginTimeDeviation': 0.65, 'LoginTimestamp': '2025-05-14 09:18:00', 'LogoutTimestamp': '2025-05-14 09:59:00', 'SessionDuration': 41, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.0, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Allow', 'SessionLocation': 'New York'}
2025-05-14 20:37:25,033 INFO: Emitted: {'UserID': 10154, 'MACAddress': '0E:15:08:8B:7A:CF', 'UserRole': 'Admin', 'OperationType': 'Share', 'DeviceType': 'Desktop', 'Browser': 'Chrome', 'IPAddress': '10.60.233.5', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 65.29, 'AvgKeyHoldTime': 102.22, 'AvgFlightTime': 106.17, 'PatternMatchScore': 1.0, 'KeystrokeDynamicStatus': 'Pass', 'Keystroke_Score': 0, 'LoginTimeDeviation': 0.09, 'LoginTimestamp': '2025-05-14 08:15:00', 'LogoutTimestamp': '2025-05-14 08:27:00', 'SessionDuration': 12, 'Duration_RiskScore': 0.1, 'Aggregate_Behavior': 0.05, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Allow', 'SessionLocation': 'New York'}
2025-05-14 20:37:37,145 INFO: Emitted: {'UserID': 10154, 'MACAddress': '0E:15:08:8B:7A:CF', 'UserRole': 'Admin', 'OperationType': 'Share', 'DeviceType': 'Desktop', 'Browser': 'Edge', 'IPAddress': '10.60.233.5', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 73.7, 'AvgKeyHoldTime': 110.98, 'AvgFlightTime': 57.48, 'PatternMatchScore': 0.89, 'KeystrokeDynamicStatus': 'Pass', 'Keystroke_Score': 0, 'LoginTimeDeviation': 0.94, 'LoginTimestamp': '2025-05-14 09:09:00', 'LogoutTimestamp': '2025-05-14 10:18:00', 'SessionDuration': 69, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.0, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'New York'}
2025-05-14 20:37:49,259 INFO: Emitted: {'UserID': 10154, 'MACAddress': '0E:15:08:8B:7A:CF', 'UserRole': 'Admin', 'OperationType': 'Share', 'DeviceType': 'Tablet', 'Browser': 'Safari', 'IPAddress': '10.60.233.5', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 49.8, 'AvgKeyHoldTime': 96.77, 'AvgFlightTime': 100.41, 'PatternMatchScore': 0.64, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.7, 'LoginTimestamp': '2025-05-14 08:56:00', 'LogoutTimestamp': '2025-05-14 09:23:00', 'SessionDuration': 27, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'New York'}
2025-05-14 20:38:01,388 INFO: Emitted: {'UserID': 10154, 'MACAddress': 'A4:5E:60:E6:8C:C9', 'UserRole': 'Admin', 'OperationType': 'Delete', 'DeviceType': 'Tablet', 'Browser': 'Safari', 'IPAddress': '10.60.233.5', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 45.81, 'AvgKeyHoldTime': 96.94, 'AvgFlightTime': 40.0, 'PatternMatchScore': 0.82, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.7, 'LoginTimestamp': '2025-05-14 07:24:00', 'LogoutTimestamp': '2025-05-14 08:57:00', 'SessionDuration': 93, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'New York'}
2025-05-14 20:38:13,565 INFO: Emitted: {'UserID': 10154, 'MACAddress': 'A4:5E:60:E6:8C:C9', 'UserRole': 'Admin', 'OperationType': 'Read', 'DeviceType': 'Mobile', 'Browser': 'Chrome', 'IPAddress': '10.60.233.106', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 51.49, 'AvgKeyHoldTime': 126.86, 'AvgFlightTime': 110.65, 'PatternMatchScore': 0.96, 'KeystrokeDynamicStatus': 'Pass', 'Keystroke_Score': 0, 'LoginTimeDeviation': 0.77, 'LoginTimestamp': '2025-05-14 07:18:00', 'LogoutTimestamp': '2025-05-14 07:39:00', 'SessionDuration': 21, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.0, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Allow', 'SessionLocation': 'New York'}
2025-05-14 20:38:25,699 INFO: Emitted: {'UserID': 10154, 'MACAddress': 'A4:5E:60:E6:8C:C9', 'UserRole': 'Admin', 'OperationType': 'Delete', 'DeviceType': 'Desktop', 'Browser': 'Edge', 'IPAddress': '10.60.233.106', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 48.27, 'AvgKeyHoldTime': 120.78, 'AvgFlightTime': 40.0, 'PatternMatchScore': 0.96, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.41, 'LoginTimestamp': '2025-05-14 09:06:00', 'LogoutTimestamp': '2025-05-14 09:41:00', 'SessionDuration': 35, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'New York'}
2025-05-14 20:38:37,803 INFO: Emitted: {'UserID': 10154, 'MACAddress': 'A4:5E:60:E6:8C:C9', 'UserRole': 'Admin', 'OperationType': 'Write', 'DeviceType': 'Desktop', 'Browser': 'Chrome', 'IPAddress': '10.60.233.106', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 65.82, 'AvgKeyHoldTime': 144.51, 'AvgFlightTime': 65.85, 'PatternMatchScore': 0.93, 'KeystrokeDynamicStatus': 'Pass', 'Keystroke_Score': 0, 'LoginTimeDeviation': 0.62, 'LoginTimestamp': '2025-05-14 07:46:00', 'LogoutTimestamp': '2025-05-14 09:11:00', 'SessionDuration': 85, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.0, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Allow', 'SessionLocation': 'New York'}
2025-05-14 20:38:49,920 INFO: Emitted: {'UserID': 10154, 'MACAddress': 'A4:5E:60:E6:8C:C9', 'UserRole': 'Admin', 'OperationType': 'Delete', 'DeviceType': 'Laptop', 'Browser': 'Firefox', 'IPAddress': '10.60.233.136', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 36.0, 'AvgKeyHoldTime': 139.02, 'AvgFlightTime': 84.14, 'PatternMatchScore': 0.83, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.13, 'LoginTimestamp': '2025-05-14 08:52:00', 'LogoutTimestamp': '2025-05-14 10:40:00', 'SessionDuration': 108, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'New York'}
2025-05-14 20:39:02,021 INFO: Emitted: {'UserID': 10154, 'MACAddress': 'A4:5E:60:E6:8C:C9', 'UserRole': 'Admin', 'OperationType': 'Delete', 'DeviceType': 'Tablet', 'Browser': 'Chrome', 'IPAddress': '10.60.233.136', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 58.12, 'AvgKeyHoldTime': 136.5, 'AvgFlightTime': 40.0, 'PatternMatchScore': 0.96, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.88, 'LoginTimestamp': '2025-05-14 07:06:00', 'LogoutTimestamp': '2025-05-14 07:22:00', 'SessionDuration': 16, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'New York'}
2025-05-14 20:39:14,109 INFO: Emitted: {'UserID': 10154, 'MACAddress': 'A4:5E:60:E6:8C:C9', 'UserRole': 'Admin', 'OperationType': 'Read', 'DeviceType': 'Mobile', 'Browser': 'Edge', 'IPAddress': '10.60.233.136', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 50.86, 'AvgKeyHoldTime': 103.51, 'AvgFlightTime': 109.04, 'PatternMatchScore': 0.87, 'KeystrokeDynamicStatus': 'Pass', 'Keystroke_Score': 0, 'LoginTimeDeviation': 0.91, 'LoginTimestamp': '2025-05-14 08:01:00', 'LogoutTimestamp': '2025-05-14 09:53:00', 'SessionDuration': 112, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.0, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'New York'}
2025-05-14 20:39:26,218 INFO: Emitted: {'UserID': 10154, 'MACAddress': 'A4:5E:60:E6:8C:C9', 'UserRole': 'Admin', 'OperationType': 'Read', 'DeviceType': 'Desktop', 'Browser': 'Safari', 'IPAddress': '10.60.233.136', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 60.16, 'AvgKeyHoldTime': 64.0, 'AvgFlightTime': 115.84, 'PatternMatchScore': 0.91, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.77, 'LoginTimestamp': '2025-05-14 09:00:00', 'LogoutTimestamp': '2025-05-14 10:31:00', 'SessionDuration': 91, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'New York'}
2025-05-14 20:39:38,355 INFO: Emitted: {'UserID': 10154, 'MACAddress': 'A4:5E:60:E6:8C:C9', 'UserRole': 'Admin', 'OperationType': 'Delete', 'DeviceType': 'Tablet', 'Browser': 'Firefox', 'IPAddress': '10.60.233.136', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 47.89, 'AvgKeyHoldTime': 133.81, 'AvgFlightTime': 144.0, 'PatternMatchScore': 0.96, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.42, 'LoginTimestamp': '2025-05-14 09:07:00', 'LogoutTimestamp': '2025-05-14 11:02:00', 'SessionDuration': 115, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'New York'}
2025-05-14 20:39:50,454 INFO: Emitted: {'UserID': 10154, 'MACAddress': 'A4:5E:60:E6:8C:C9', 'UserRole': 'Admin', 'OperationType': 'Write', 'DeviceType': 'Desktop', 'Browser': 'Firefox', 'IPAddress': '10.60.233.136', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 36.0, 'AvgKeyHoldTime': 93.35, 'AvgFlightTime': 97.05, 'PatternMatchScore': 0.86, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.07, 'LoginTimestamp': '2025-05-14 08:08:00', 'LogoutTimestamp': '2025-05-14 09:13:00', 'SessionDuration': 65, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'New York'}
2025-05-14 20:40:02,572 INFO: Emitted: {'UserID': 10154, 'MACAddress': 'A4:5E:60:E6:8C:C9', 'UserRole': 'Admin', 'OperationType': 'Read', 'DeviceType': 'Mobile', 'Browser': 'Chrome', 'IPAddress': '10.60.233.136', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 67.53, 'AvgKeyHoldTime': 107.53, 'AvgFlightTime': 117.52, 'PatternMatchScore': 0.92, 'KeystrokeDynamicStatus': 'Pass', 'Keystroke_Score': 0, 'LoginTimeDeviation': 0.84, 'LoginTimestamp': '2025-05-14 08:28:00', 'LogoutTimestamp': '2025-05-14 09:20:00', 'SessionDuration': 52, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.0, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Allow', 'SessionLocation': 'New York'}
2025-05-14 20:40:14,667 INFO: Emitted: {'UserID': 10154, 'MACAddress': 'A4:5E:60:E6:8C:C9', 'UserRole': 'Admin', 'OperationType': 'Share', 'DeviceType': 'Laptop', 'Browser': 'Safari', 'IPAddress': '10.60.233.237', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 65.27, 'AvgKeyHoldTime': 130.69, 'AvgFlightTime': 116.35, 'PatternMatchScore': 0.92, 'KeystrokeDynamicStatus': 'Pass', 'Keystroke_Score': 0, 'LoginTimeDeviation': 0.33, 'LoginTimestamp': '2025-05-14 07:34:00', 'LogoutTimestamp': '2025-05-14 08:41:00', 'SessionDuration': 67, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.0, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Allow', 'SessionLocation': 'New York'}
2025-05-14 20:40:26,750 INFO: Emitted: {'UserID': 10154, 'MACAddress': 'A4:5E:60:E6:8C:C9', 'UserRole': 'Admin', 'OperationType': 'Delete', 'DeviceType': 'Tablet', 'Browser': 'Edge', 'IPAddress': '10.60.233.237', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 48.66, 'AvgKeyHoldTime': 97.98, 'AvgFlightTime': 118.46, 'PatternMatchScore': 0.8, 'KeystrokeDynamicStatus': 'Pass', 'Keystroke_Score': 0, 'LoginTimeDeviation': 0.99, 'LoginTimestamp': '2025-05-14 07:07:00', 'LogoutTimestamp': '2025-05-14 08:50:00', 'SessionDuration': 103, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.0, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'New York'}
2025-05-14 20:40:38,828 INFO: Emitted: {'UserID': 10154, 'MACAddress': 'A4:5E:60:E6:8C:C9', 'UserRole': 'Admin', 'OperationType': 'Share', 'DeviceType': 'Laptop', 'Browser': 'Firefox', 'IPAddress': '10.60.233.237', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 51.89, 'AvgKeyHoldTime': 82.85, 'AvgFlightTime': 111.98, 'PatternMatchScore': 0.64, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.25, 'LoginTimestamp': '2025-05-14 09:49:00', 'LogoutTimestamp': '2025-05-14 10:00:00', 'SessionDuration': 11, 'Duration_RiskScore': 0.1, 'Aggregate_Behavior': 0.15, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'New York'}
2025-05-14 20:40:51,673 INFO: Emitted: {'UserID': 10154, 'MACAddress': 'A4:5E:60:E6:8C:C9', 'UserRole': 'Admin', 'OperationType': 'Delete', 'DeviceType': 'Desktop', 'Browser': 'Chrome', 'IPAddress': '10.60.233.237', 'VPN_Used': False, 'ISP': 'BT', 'AccessChannel': 'ExternalNetwork', 'TypingSpeed': 59.2, 'AvgKeyHoldTime': 140.95, 'AvgFlightTime': 40.0, 'PatternMatchScore': 1.2, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.03, 'LoginTimestamp': '2025-05-14 01:57:48', 'LogoutTimestamp': '2025-05-14 03:28:48', 'SessionDuration': 91, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': True, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'San Francisco'}
2025-05-14 20:41:04,641 INFO: Emitted: {'UserID': 10154, 'MACAddress': 'A4:5E:60:E6:8C:C9', 'UserRole': 'Admin', 'OperationType': 'Read', 'DeviceType': 'Tablet', 'Browser': 'Edge', 'IPAddress': '10.60.233.9', 'VPN_Used': True, 'ISP': 'Telstra', 'AccessChannel': 'ExternalNetwork', 'TypingSpeed': 36.0, 'AvgKeyHoldTime': 127.0, 'AvgFlightTime': 51.37, 'PatternMatchScore': 0.99, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.89, 'LoginTimestamp': '2025-05-14 00:56:01', 'LogoutTimestamp': '2025-05-14 01:54:01', 'SessionDuration': 58, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'New York'}
2025-05-14 20:41:16,783 INFO: Emitted: {'UserID': 10154, 'MACAddress': 'A4:5E:60:FE:9F:7D', 'UserRole': 'Admin', 'OperationType': 'Delete', 'DeviceType': 'Laptop', 'Browser': 'Edge', 'IPAddress': '10.60.233.9', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 74.41, 'AvgKeyHoldTime': 133.51, 'AvgFlightTime': 107.7, 'PatternMatchScore': 0.89, 'KeystrokeDynamicStatus': 'Pass', 'Keystroke_Score': 0, 'LoginTimeDeviation': 0.92, 'LoginTimestamp': '2025-05-14 09:24:00', 'LogoutTimestamp': '2025-05-14 10:02:00', 'SessionDuration': 38, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.0, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'New York'}
2025-05-14 20:41:28,889 INFO: Emitted: {'UserID': 10154, 'MACAddress': 'A4:5E:60:FE:9F:7D', 'UserRole': 'Admin', 'OperationType': 'Share', 'DeviceType': 'Mobile', 'Browser': 'Chrome', 'IPAddress': '10.60.233.9', 'VPN_Used': True, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 65.78, 'AvgKeyHoldTime': 118.02, 'AvgFlightTime': 79.18, 'PatternMatchScore': 1.2, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.35, 'LoginTimestamp': '2025-05-14 12:07:26', 'LogoutTimestamp': '2025-05-14 12:22:26', 'SessionDuration': 15, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'New York'}
2025-05-14 20:41:41,020 INFO: Emitted: {'UserID': 10154, 'MACAddress': 'A4:5E:60:FE:9F:7D', 'UserRole': 'Admin', 'OperationType': 'Delete', 'DeviceType': 'Mobile', 'Browser': 'Firefox', 'IPAddress': '10.60.233.9', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 63.85, 'AvgKeyHoldTime': 138.5, 'AvgFlightTime': 107.7, 'PatternMatchScore': 0.64, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.68, 'LoginTimestamp': '2025-05-14 08:17:00', 'LogoutTimestamp': '2025-05-14 10:12:00', 'SessionDuration': 115, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'New York'}
2025-05-14 20:41:53,910 INFO: Emitted: {'UserID': 10154, 'MACAddress': 'A4:5E:60:FE:9F:7D', 'UserRole': 'Admin', 'OperationType': 'Write', 'DeviceType': 'Mobile', 'Browser': 'Edge', 'IPAddress': '10.60.233.9', 'VPN_Used': False, 'ISP': 'Verizon', 'AccessChannel': 'ExternalNetwork', 'TypingSpeed': 36.0, 'AvgKeyHoldTime': 100.12, 'AvgFlightTime': 40.0, 'PatternMatchScore': 1.2, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.31, 'LoginTimestamp': '2025-05-14 16:50:51', 'LogoutTimestamp': '2025-05-14 17:04:51', 'SessionDuration': 14, 'Duration_RiskScore': 0.1, 'Aggregate_Behavior': 0.15, 'GeoVelocityFlag': True, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'Tokyo'}
2025-05-14 20:42:06,012 INFO: Emitted: {'UserID': 10154, 'MACAddress': 'A4:5E:60:FE:9F:7D', 'UserRole': 'Admin', 'OperationType': 'Share', 'DeviceType': 'Mobile', 'Browser': 'Safari', 'IPAddress': '10.60.233.89', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 48.7, 'AvgKeyHoldTime': 133.0, 'AvgFlightTime': 115.76, 'PatternMatchScore': 0.98, 'KeystrokeDynamicStatus': 'Pass', 'Keystroke_Score': 0, 'LoginTimeDeviation': 0.24, 'LoginTimestamp': '2025-05-14 07:17:00', 'LogoutTimestamp': '2025-05-14 08:37:00', 'SessionDuration': 80, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.0, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Allow', 'SessionLocation': 'New York'}
2025-05-14 20:42:18,092 INFO: Emitted: {'UserID': 10154, 'MACAddress': 'A4:5E:60:FE:9F:7D', 'UserRole': 'Admin', 'OperationType': 'Delete', 'DeviceType': 'Tablet', 'Browser': 'Safari', 'IPAddress': '10.60.233.89', 'VPN_Used': False, 'ISP': 'CompanyISP', 'AccessChannel': 'InternalNetwork', 'TypingSpeed': 36.0, 'AvgKeyHoldTime': 114.76, 'AvgFlightTime': 101.32, 'PatternMatchScore': 0.92, 'KeystrokeDynamicStatus': 'Fail', 'Keystroke_Score': 0.2, 'LoginTimeDeviation': 0.08, 'LoginTimestamp': '2025-05-14 08:28:00', 'LogoutTimestamp': '2025-05-14 09:10:00', 'SessionDuration': 42, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.1, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Deny', 'SessionLocation': 'New York'}
2025-05-14 20:42:30,690 INFO: Emitted: {'UserID': 10154, 'MACAddress': 'A4:5E:60:FE:9F:7D', 'UserRole': 'Admin', 'OperationType': 'Write', 'DeviceType': 'Laptop', 'Browser': 'Chrome', 'IPAddress': '10.60.233.89', 'VPN_Used': False, 'ISP': 'Telstra', 'AccessChannel': 'ExternalNetwork', 'TypingSpeed': 59.84, 'AvgKeyHoldTime': 93.27, 'AvgFlightTime': 94.65, 'PatternMatchScore': 0.84, 'KeystrokeDynamicStatus': 'Pass', 'Keystroke_Score': 0, 'LoginTimeDeviation': 0.08, 'LoginTimestamp': '2025-05-14 15:21:28', 'LogoutTimestamp': '2025-05-14 15:45:28', 'SessionDuration': 24, 'Duration_RiskScore': 0, 'Aggregate_Behavior': 0.0, 'GeoVelocityFlag': False, 'ThreatIntelMatch': False, 'AccessDecision': 'Allow', 'SessionLocation': 'San Francisco'}
